,audio_file,annotation_file,annotation,start_time,end_time,low_f,high_f,View,Low Freq (Hz),Annotation,Selection,Begin Time (s),End Time (s),Channel,High Freq (Hz)
220,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,132.71825775,132.877379908,1931.889,3975.232,Spectrogram 1,,,10,,,1,
221,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,135.108549305,135.208865449,2303.406,3678.019,Spectrogram 1,,,11,,,1,
222,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,137.433116491,137.57840194,2173.375,3993.808,Spectrogram 1,,,12,,,1,
223,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,139.889132416,140.037877042,2117.647,3975.232,Spectrogram 1,,,13,,,1,
224,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,142.362444228,142.518107209,2061.92,3975.232,Spectrogram 1,,,14,,,1,
225,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,144.83575604,145.001796553,2006.192,3938.08,Spectrogram 1,,,15,,,1,
226,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,147.480297131,147.629041758,2080.495,3938.08,Spectrogram 1,,,16,,,1,
227,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,150.083328094,150.218236011,2229.102,4012.384,Spectrogram 1,,,18,,,1,
228,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,152.793593555,152.935419827,2006.192,3938.08,Spectrogram 1,,,19,,,1,
229,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,155.567853797,155.735623899,2154.799,4086.687,Spectrogram 1,,,20,,,1,
230,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,158.36805787,158.530639206,2080.495,4012.384,Spectrogram 1,,,21,,,1,
231,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,161.636980475,161.809939343,1894.737,4012.384,Spectrogram 1,,,22,,,1,
232,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,165.0096784,165.165341381,2043.344,3938.08,Spectrogram 1,,,23,,,1,
233,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.Table.1.selections.txt,PIKA,170.004730507,170.125801715,2266.254,4012.384,Spectrogram 1,,,24,,,1,
234,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210615_070000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210615_070000.Table.1.selections.txt,PIKA,9.518875585,9.716048694,2934.985,3752.322,Spectrogram 1,,,1,,,1,
235,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210615_070000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210615_070000.Table.1.selections.txt,PIKA,14.091908054,14.275244454,2712.074,3789.474,Spectrogram 1,,,2,,,1,
236,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210615_070000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210615_070000.Table.1.selections.txt,PIKA,24.146007049,24.31550674,2972.136,3789.474,Spectrogram 1,,,3,,,1,
237,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,23.81643612,23.961721569,2340.557,3715.17,Spectrogram 1,,,1,,,1,
238,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,29.243885397,29.396089201,2080.495,3715.17,Spectrogram 1,,,2,,,1,
239,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,33.180429232,33.346469745,2154.799,3715.17,Spectrogram 1,,,3,,,1,
240,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,36.992442682,37.161942372,2303.406,3826.625,Spectrogram 1,,,4,,,1,
241,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,40.74219094,40.901313098,2080.495,3603.715,Spectrogram 1,,,5,,,1,
242,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,44.346653748,44.505775907,2191.95,3678.019,Spectrogram 1,,,6,,,1,
243,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,48.449238096,48.632574496,2080.495,3640.867,Spectrogram 1,,,7,,,1,
244,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,52.42729206,52.593332573,2191.95,3603.715,Spectrogram 1,,,8,,,1,
245,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,56.682080212,56.844661548,2154.799,3640.867,Spectrogram 1,,,9,,,1,
246,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,62.759854832,62.925895346,2191.95,3640.867,Spectrogram 1,,,10,,,1,
247,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,68.270324366,68.432905702,2229.102,3640.867,Spectrogram 1,,,11,,,1,
248,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.Table.1.selections.txt,PIKA,75.095281296,75.285536051,2006.192,3715.17,Spectrogram 1,,,12,,,1,
249,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,64.851909392,64.927735633,2013.854,3345.046,Spectrogram 1,,,1,,,1,
250,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,68.358261528,68.447540811,2116.254,3754.644,Spectrogram 1,,,2,,,1,
251,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,70.883764548,70.984050867,1945.588,3754.644,Spectrogram 1,,,3,,,1,
252,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,73.447180689,73.542574992,1979.721,3515.712,Spectrogram 1,,,4,,,1,
253,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,75.907864504,76.008150823,2047.988,3857.043,Spectrogram 1,,,5,,,1,
254,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,78.229125876,78.326966187,2047.988,3686.378,Spectrogram 1,,,6,,,1,
255,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,80.677579652,80.760743916,2047.988,3310.913,Spectrogram 1,,,7,,,1,
256,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,83.033085133,83.116249397,2201.587,3618.111,Spectrogram 1,,,8,,,1,
257,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,85.442402785,85.523121041,2355.186,3481.579,Spectrogram 1,,,9,,,1,
258,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,88.035171019,88.150133384,1979.721,3720.511,Spectrogram 1,,,10,,,1,
259,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,90.527652935,90.654845339,2013.854,4232.508,Spectrogram 1,,,11,,,1,
260,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,93.149773262,93.291641713,1945.588,4232.508,Spectrogram 1,,,12,,,1,
261,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,95.654485217,95.786569636,2099.187,4113.042,Spectrogram 1,,,13,,,1,
262,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,98.758469075,98.848971362,2047.988,3515.712,Spectrogram 1,,,14,,,1,
263,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,101.532241884,101.630082194,2030.921,3635.178,Spectrogram 1,,,15,,,1,
264,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,104.663131827,104.7805402,2047.988,3788.777,Spectrogram 1,,,16,,,1,
265,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,108.349265534,108.476457938,1911.455,3788.777,Spectrogram 1,,,17,,,1,
266,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.Table.1.selections.txt,PIKA,113.474874812,113.584945162,2047.988,3754.644,Spectrogram 1,,,18,,,1,
267,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,172.098705206,172.235681641,1979.133,4440.981,Spectrogram 1,,,1,,,1,
268,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,174.657229331,174.747731619,1786.047,3668.636,Spectrogram 1,,,2,,,1,
269,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,177.088561053,177.240213534,1737.775,4296.166,Spectrogram 1,,,3,,,1,
270,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,179.583488976,179.73269545,2123.947,4344.438,Spectrogram 1,,,4,,,1,
271,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,182.151797133,182.301003607,2027.404,4247.895,Spectrogram 1,,,5,,,1,
272,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,184.92801595,185.074776416,1786.047,4344.438,Spectrogram 1,,,6,,,1,
273,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,187.589272402,187.701788759,1906.725,3885.858,Spectrogram 1,,,7,,,1,
274,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,190.12333645,190.240744822,1834.318,3861.722,Spectrogram 1,,,8,,,1,
275,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,192.921569336,193.073221818,1834.318,4392.709,Spectrogram 1,,,9,,,1,
276,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.Table.1.selections.txt,PIKA,208.32652626,208.434150602,2075.676,3958.266,Spectrogram 1,,,10,,,1,
277,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,31.651472839,31.762166514,2229.102,3046.44,Spectrogram 1,,,1,,,1,
278,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,36.176076825,36.283311323,2452.012,3752.322,Spectrogram 1,,,2,,,1,
279,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,40.216395981,40.347844721,2377.709,3715.17,Spectrogram 1,,,3,,,1,
280,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,44.05608285,44.211745831,2154.799,3752.322,Spectrogram 1,,,4,,,1,
281,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,51.524446769,51.659354686,2414.861,3640.867,Spectrogram 1,,,5,,,1,
282,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,54.738022536,54.87638963,2154.799,3678.019,Spectrogram 1,,,6,,,1,
283,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,58.290597684,58.435883133,2154.799,3678.019,Spectrogram 1,,,7,,,1,
284,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,61.599300828,61.729019979,2266.254,3752.322,Spectrogram 1,,,8,,,1,
285,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,65.025616003,65.153605565,2006.192,3492.26,Spectrogram 1,,,9,,,1,
286,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,68.571272796,68.695803181,2080.495,3863.777,Spectrogram 1,,,10,,,1,
287,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,72.909081205,73.061285009,2117.647,3752.322,Spectrogram 1,,,11,,,1,
288,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,131.019801666,131.182383002,3046.44,3863.777,Spectrogram 1,,,12,,,1,
289,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,135.343773366,135.513273056,3120.743,4012.384,Spectrogram 1,,,13,,,1,
290,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,139.638342057,139.794005038,3065.015,3993.808,Spectrogram 1,,,14,,,1,
291,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,143.557590006,143.734008051,3027.864,3956.656,Spectrogram 1,,,15,,,1,
292,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,147.83486281,148.021658388,3009.288,3900.929,Spectrogram 1,,,16,,,1,
293,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,153.040924736,153.217342782,3009.288,3863.777,Spectrogram 1,,,17,,,1,
294,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,160.517936599,160.701272999,2953.56,3882.353,Spectrogram 1,,,18,,,1,
295,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,168.503447533,168.683324756,2972.136,3863.777,Spectrogram 1,,,19,,,1,
296,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,266.373952564,266.529615545,2934.985,3715.17,Spectrogram 1,,,20,,,1,
297,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,275.661843774,275.8105884,3046.44,3715.17,Spectrogram 1,,,21,,,1,
298,./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,./raven_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.Table.1.selections.txt,PIKA,282.327678546,282.479882349,2749.226,3678.019,Spectrogram 1,,,22,,,1,
299,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,29.123284356,29.189326566,1921.198,3258.659,Spectrogram 1,,,1,,,1,
300,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,304.940039168,305.018311416,1801.821,3378.035,Spectrogram 1,,,2,,,1,
301,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,313.174458365,313.255176622,2075.347,3283.778,Spectrogram 1,,,4,,,1,
302,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,312.310951669,312.372101864,2788.962,3944.851,Spectrogram 1,,,5,,,1,
303,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,316.83490899,316.932749301,2101.618,3677.831,Spectrogram 1,,,6,,,1,
304,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,325.704133158,325.801973469,1996.537,3572.75,Spectrogram 1,,,7,,,1,
305,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,498.547525927,498.660042285,1846.842,3160.353,Spectrogram 1,,,9,,,1,
306,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,538.3050681,538.412692442,2049.077,3730.371,Spectrogram 1,,,10,,,1,
307,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,559.328504867,559.431237194,2022.807,3310.048,Spectrogram 1,,,11,,,1,
308,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,565.299275783,565.40200811,1820.571,3186.623,Spectrogram 1,,,12,,,1,
309,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,569.496691068,569.584747348,1906.903,3272.954,Spectrogram 1,,,13,,,1,
310,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,572.497810691,572.600543018,1943.996,3625.29,Spectrogram 1,,,14,,,1,
311,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,576.638901843,576.756310216,1838.915,3677.831,Spectrogram 1,,,15,,,1,
312,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,581.271640556,581.389048929,1786.375,3782.912,Spectrogram 1,,,16,,,1,
313,./audio_data\New_data\PIKARU10_20240726_122002.wav,./raven_data\New_data\PIKARU10_20240726_122002.Table.1.selections.txt,PIKA,587.731547072,587.848955445,1733.835,3677.831,Spectrogram 1,,,17,,,1,
314,./audio_data\New_data\PIKARU11_20240727_104002.wav,./raven_data\New_data\PIKARU11_20240727_104002.Table.1.selections.txt,PIKA,280.560074671,280.694982588,2097.485,3527.589,Spectrogram 1,,,1,,,1,
315,./audio_data\New_data\PIKARU11_20240727_104002.wav,./raven_data\New_data\PIKARU11_20240727_104002.Table.1.selections.txt,PIKA,285.254178348,285.402922975,2288.166,3479.919,Spectrogram 1,,,2,,,1,
316,./audio_data\New_data\PIKARU11_20240727_104002.wav,./raven_data\New_data\PIKARU11_20240727_104002.Table.1.selections.txt,PIKA,491.487431037,491.6154206,2097.485,3003.218,Spectrogram 1,,,3,,,1,
317,./audio_data\New_data\PIKARU13_20240727_114002.wav,./raven_data\New_data\PIKARU13_20240727_114002.Table.1.selections.txt,PIKA,537.649292091,537.770363298,2364.88,3850.948,Spectrogram 1,,,1,,,1,
318,./audio_data\New_data\PIKARU13_20240727_114002.wav,./raven_data\New_data\PIKARU13_20240727_114002.Table.1.selections.txt,PIKA,588.102694808,588.28257203,2006.192,2897.833,Spectrogram 1,,,4,,,1,
319,./audio_data\New_data\PIKARU14_20240729_120002.wav,./raven_data\New_data\PIKARU14_20240729_120002.Table.1.selections.txt,PIKA,560.476517966,560.635508471,1891.456,4676.099,Spectrogram 1,,,1,,,1,
