file,start_time,end_time,PIKA
./audio_data\Original_data\PIKARU25_20240809_151002.wav,346.06,346.36,False
./audio_data\Original_data\PIKARU23_20240808_202002.wav,168.74,169.04000000000002,False
./audio_data\CWS\CWS-NOR_YTHEMP-SEM-288569-T2_20210707_033000.mp3,193.6,193.9,False
./audio_data\New_data\PIKARU2_20240718_173002.wav,557.04,557.3399999999999,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-266936-T2_20210621_030000.mp3,48.18,48.48,True
./audio_data\New_data\PIKARU5_20240724_115002.wav,510.4,510.7,False
./audio_data\Original_data\PIKARU23_20240810_095002.wav,323.62,323.92,False
./audio_data\New_data\PIKARU6_20240722_114002.wav,172.04,172.34,True
./audio_data\Original_data\PIKARU7_20240724_162002.wav,12.54,12.84,False
./audio_data\New_data\PIKARU6_20240722_114002.wav,242.44,242.74,False
./audio_data\Original_data\PIKARU10_20240719_150002.wav,91.08,91.38,False
./audio_data\New_data\PIKARU15_20240731_150002.wav,335.28,335.58,False
./audio_data\Original_data\PIKARU4_20240722_113002.wav,548.46,548.76,True
./audio_data\New_data\PIKARU7_20240722_110002.wav,115.5,115.8,True
./audio_data\Original_data\PIKARU25_20240810_185002.wav,294.8,295.1,False
./audio_data\Original_data\PIKARU8_20240722_145002.wav,317.46,317.76,False
./audio_data\Original_data\PIKARU6_20240721_140002.wav,423.28,423.58,False
./audio_data\Original_data\PIKARU6_20240724_135002.wav,585.42,585.7199999999999,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210613_033000.mp3,82.06,82.36,True
./audio_data\New_data\PIKARU6_20240722_114002.wav,71.72,72.02,True
./audio_data\Original_data\PIKARU6_20240721_140002.wav,312.62,312.92,False
./audio_data\Original_data\PIKARU14_20240726_191002.wav,273.46,273.76,False
./audio_data\Original_data\PIKARU25_20240809_100002.wav,384.34,384.64,False
./audio_data\Original_data\PIKARU12_20240728_095002.wav,183.26,183.56,False
./audio_data\New_data\PIKARU11_20240728_092002.wav,68.86,69.16,False
./audio_data\Original_data\PIKARU25_20240809_100002.wav,332.64,332.94,False
./audio_data\Original_data\PIKARU23_20240808_202002.wav,260.48,260.78000000000003,False
./audio_data\New_data\PIKARU6_20240718_181002.wav,447.7,448.0,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210613_033000.mp3,232.76,233.06,True
./audio_data\Original_data\PIKARU25_20240811_131002.wav,61.38,61.68,False
./audio_data\Original_data\PIKARU9_20240724_125002.wav,382.36,382.66,False
./audio_data\New_data\PIKARU6_20240718_181002.wav,301.18,301.48,False
./audio_data\New_data\PIKARU15_20240731_150002.wav,533.5,533.8,False
./audio_data\New_data\PIKARU23_20240812_183002.wav,542.3,542.5999999999999,False
./audio_data\Original_data\PIKARU24_20240810_093002.wav,367.62,367.92,False
./audio_data\Original_data\PIKARU22_20240813_085002.wav,269.72,270.02000000000004,False
./audio_data\Original_data\PIKARU25_20240810_083002.wav,194.92,195.22,False
./audio_data\Original_data\PIKARU8_20240722_145002.wav,155.54,155.84,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210615_044500.mp3,146.08,146.38000000000002,True
./audio_data\Original_data\PIKARU7_20240722_171002.wav,6.16,6.46,False
./audio_data\Original_data\STE-048.wav,3.96,4.26,False
./audio_data\Original_data\PIKARU10_20240724_133002.wav,91.52,91.82,False
./audio_data\New_data\PIKARU13_20240727_114002.wav,288.64,288.94,False
./audio_data\Original_data\PIKARU25_20240811_190002.wav,1.32,1.62,False
./audio_data\Original_data\PIKARU23_20240813_084002.wav,470.58,470.88,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,40.7,41.0,True
./audio_data\New_data\PIKARU23_20240812_183002.wav,72.82,73.11999999999999,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T1_20210616_080000.mp3,246.4,246.7,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,121.22,121.52,False
./audio_data\Original_data\PIKARU25_20240811_131002.wav,122.54,122.84,False
./audio_data\Original_data\PIKARU4_20240722_113002.wav,8.58,8.88,False
./audio_data\New_data\PIKARU23_20240809_183002.wav,157.52,157.82000000000002,False
./audio_data\New_data\PIKARU11_20240727_104002.wav,30.58,30.88,False
./audio_data\Original_data\PIKARU7_20240724_162002.wav,33.44,33.739999999999995,False
./audio_data\Original_data\PIKARU12_20240731_110002.wav,119.68,119.98,False
./audio_data\Original_data\PIKARU14_20240726_191002.wav,484.22,484.52,False
./audio_data\Original_data\PIKARU9_20240725_162002.wav,506.66,506.96,False
./audio_data\Original_data\PIKARU14_20240726_191002.wav,110.88,111.18,False
./audio_data\Original_data\PIKARU4_20240722_113002.wav,553.3,553.5999999999999,True
./audio_data\New_data\PIKARU11_20240727_104002.wav,597.52,597.8199999999999,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210613_033000.mp3,12.1,12.4,True
./audio_data\Original_data\PIKARU10_20240724_133002.wav,240.46,240.76,False
./audio_data\Original_data\PIKARU9_20240725_162002.wav,284.9,285.2,True
./audio_data\Original_data\PIKARU6_20240721_140002.wav,223.74,224.04,True
./audio_data\Original_data\PIKARU6_20240721_140002.wav,408.98,409.28,True
./audio_data\Original_data\PIKARU23_20240813_084002.wav,513.48,513.78,False
./audio_data\Original_data\PIKARU9_20240720_102002.wav,323.18,323.48,True
./audio_data\Original_data\Pika_Camp_recording_2.wav,31.24,31.54,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T3_20210704_083000.mp3,210.1,210.4,True
./audio_data\Original_data\PIKARU23_20240809_192002.wav,369.16,369.46,False
./audio_data\New_data\PIKARU23_20240812_183002.wav,434.94,435.24,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T3_20210627_074500.mp3,67.54,67.84,True
./audio_data\Original_data\PIKARU8_20240719_081002.wav,469.92,470.22,False
./audio_data\Original_data\PIKARU8_20240722_145002.wav,87.34,87.64,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,139.7,140.0,True
./audio_data\Original_data\Pika_Camp_recording_3.wav,19.8,20.1,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,56.54,56.84,True
./audio_data\Original_data\PIKARU11_20240728_131002.wav,19.8,20.1,False
./audio_data\New_data\PIKARU7_20240722_110002.wav,458.48,458.78,False
./audio_data\New_data\PIKARU8_20240720_133002.wav,472.34,472.64,True
./audio_data\Original_data\PIKARU23_20240810_095002.wav,132.22,132.52,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-266936-T2_20210621_030000.mp3,61.16,61.46,True
./audio_data\New_data\PIKARU14_20240729_120002.wav,560.34,560.64,True
./audio_data\Original_data\PIKARU2_20240725_170002.wav,547.14,547.4399999999999,False
./audio_data\New_data\PIKARU6_20240722_114002.wav,284.68,284.98,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210612_080000.mp3,176.66,176.96,False
./audio_data\Original_data\PIKARU22_20240813_085002.wav,133.32,133.62,False
./audio_data\Original_data\PIKARU10_20240719_150002.wav,556.6,556.9,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T3_20210627_074500.mp3,63.14,63.44,True
./audio_data\Original_data\PIKARU23_20240813_084002.wav,47.08,47.38,False
./audio_data\Original_data\PIKARU13_20240729_074002.wav,47.08,47.38,False
./audio_data\New_data\PIKARU14_20240729_120002.wav,564.3,564.5999999999999,True
./audio_data\Original_data\PIKARU9_20240724_125002.wav,246.62,246.92,False
./audio_data\Original_data\PIKARU25_20240811_190002.wav,351.34,351.64,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-266936-T2_20210621_030000.mp3,75.9,76.2,True
./audio_data\Original_data\PIKARU25_20240811_190002.wav,560.34,560.64,False
./audio_data\New_data\PIKARU23_20240812_183002.wav,364.32,364.62,False
./audio_data\Original_data\PIKARU25_20240811_131002.wav,10.78,11.08,False
./audio_data\Original_data\PIKARU15_20240726_194002.wav,509.74,510.04,False
./audio_data\New_data\PIKARU6_20240722_114002.wav,303.16,303.46000000000004,False
./audio_data\New_data\PIKARU10_20240726_122002.wav,576.62,576.92,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-266936-T2_20210621_030000.mp3,295.68,295.98,False
./audio_data\Original_data\PIKARU13_20240801_084002.wav,145.42,145.72,False
./audio_data\Original_data\PIKARU23_20240810_095002.wav,499.84,500.14,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210613_033000.mp3,128.7,129.0,False
./audio_data\Original_data\PIKARU1_20240725_135002.wav,515.68,515.9799999999999,False
./audio_data\Original_data\PIKARU4_20240722_113002.wav,465.74,466.04,False
./audio_data\New_data\PIKARU10_20240726_122002.wav,312.18,312.48,True
./audio_data\Original_data\PIKARU2_20240724_090002.wav,267.96,268.26,True
./audio_data\Original_data\PIKARU9_20240720_102002.wav,112.2,112.5,True
./audio_data\Original_data\PIKARU14_20240801_100002.wav,348.26,348.56,False
./audio_data\New_data\PIKARU14_20240729_120002.wav,389.18,389.48,False
./audio_data\Original_data\STE-037.wav,5.28,5.58,False
./audio_data\Original_data\PIKARU25_20240810_083002.wav,22.22,22.52,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210613_033000.mp3,92.4,92.7,True
./audio_data\New_data\PIKARU13_20240730_135002.wav,474.54,474.84,False
./audio_data\Original_data\STE-047.wav,11.44,11.74,True
./audio_data\Original_data\PIKARU8_20240725_093002.wav,390.72,391.02,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,266.2,266.5,True
./audio_data\Original_data\PIKARU14_20240731_162002.wav,81.4,81.7,True
./audio_data\New_data\PIKARU6_20240722_114002.wav,189.42,189.72,True
./audio_data\New_data\PIKARU7_20240722_110002.wav,392.04,392.34,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-248350-S2_20210622_041500.mp3,156.2,156.5,False
./audio_data\Original_data\PIKARU14_20240729_163002.wav,168.52,168.82000000000002,False
./audio_data\Original_data\STE-038.wav,103.18,103.48,False
./audio_data\Original_data\PIKARU12_20240727_121002.wav,170.28,170.58,False
./audio_data\Original_data\PIKARU6_20240724_135002.wav,96.14,96.44,False
./audio_data\Original_data\PIKARU8_20240719_081002.wav,279.62,279.92,True
./audio_data\New_data\PIKARU6_20240722_114002.wav,40.26,40.56,True
./audio_data\New_data\PIKARU7_20240722_110002.wav,362.12,362.42,True
./audio_data\Original_data\PIKARU9_20240725_162002.wav,22.22,22.52,True
./audio_data\Original_data\PIKARU25_20240809_100002.wav,75.02,75.32,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,128.04,128.34,True
./audio_data\Original_data\PIKARU3_20240725_154002.wav,143.88,144.18,False
./audio_data\Original_data\PIKARU11_20240731_100002.wav,263.56,263.86,True
./audio_data\Original_data\PIKARU9_20240725_162002.wav,253.0,253.3,False
./audio_data\Original_data\PIKARU13_20240729_074002.wav,317.02,317.32,False
./audio_data\Original_data\PIKARU23_20240808_202002.wav,444.84,445.14,False
./audio_data\Original_data\PIKARU25_20240810_083002.wav,210.98,211.28,True
./audio_data\New_data\PIKARU6_20240722_114002.wav,55.66,55.96,True
./audio_data\Original_data\PIKARU12_20240731_110002.wav,71.5,71.8,False
./audio_data\Original_data\PIKARU6_20240721_140002.wav,247.5,247.8,True
./audio_data\Original_data\PIKARU11_20240729_084002.wav,70.18,70.48,False
./audio_data\New_data\PIKARU8_20240720_133002.wav,249.04,249.34,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210607_034500.mp3,132.0,132.3,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-254641-T1_20210702_061500.mp3,74.14,74.44,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-261611-S3_20210711_044500.mp3,193.6,193.9,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T3_20210704_083000.mp3,97.68,97.98,False
./audio_data\Original_data\PIKARU9_20240724_125002.wav,354.2,354.5,True
./audio_data\Original_data\PIKARU11_20240731_100002.wav,147.18,147.48000000000002,False
./audio_data\New_data\PIKARU23_20240812_183002.wav,519.64,519.9399999999999,False
./audio_data\Original_data\PIKARU24_20240810_093002.wav,196.02,196.32,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-248350-S2_20210622_041500.mp3,47.74,48.04,True
./audio_data\Original_data\PIKARU14_20240731_162002.wav,279.62,279.92,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210607_034500.mp3,148.5,148.8,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,56.76,57.06,True
./audio_data\Original_data\Pika_Camp_recording_3.wav,49.06,49.36,False
./audio_data\Original_data\PIKARU25_20240811_131002.wav,3.52,3.82,False
./audio_data\Original_data\PIKARU2_20240724_090002.wav,115.28,115.58,False
./audio_data\New_data\PIKARU8_20240720_133002.wav,479.38,479.68,True
./audio_data\Original_data\PIKARU9_20240724_125002.wav,278.74,279.04,True
./audio_data\Original_data\PIKARU23_20240809_192002.wav,428.34,428.64,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,139.48,139.78,True
./audio_data\Original_data\PIKARU2_20240725_170002.wav,311.52,311.82,False
./audio_data\New_data\PIKARU6_20240718_181002.wav,345.62,345.92,False
./audio_data\Original_data\PIKARU9_20240724_125002.wav,469.48,469.78,True
./audio_data\New_data\PIKARU11_20240727_104002.wav,122.54,122.84,False
./audio_data\Original_data\PIKARU14_20240801_100002.wav,159.94,160.24,True
./audio_data\New_data\PIKARU7_20240722_110002.wav,593.34,593.64,True
./audio_data\Original_data\PIKARU10_20240719_150002.wav,218.02,218.32,False
./audio_data\New_data\PIKARU3_20240724_101002.wav,560.34,560.64,False
./audio_data\Original_data\PIKARU5_20240726_142002.wav,265.54,265.84000000000003,False
./audio_data\Original_data\PIKARU15_20240726_194002.wav,397.54,397.84,False
./audio_data\New_data\PIKARU7_20240722_110002.wav,71.06,71.36,True
./audio_data\Original_data\STE-038.wav,163.02,163.32000000000002,False
./audio_data\Original_data\PIKARU5_20240726_142002.wav,90.64,90.94,False
./audio_data\New_data\PIKARU10_20240726_122002.wav,538.34,538.64,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T4_20210610_060000.mp3,95.7,96.0,True
./audio_data\Original_data\PIKARU3_20240720_112002.wav,82.28,82.58,False
./audio_data\New_data\PIKARU7_20240722_110002.wav,8.58,8.88,False
./audio_data\Original_data\STE-038.wav,395.12,395.42,False
./audio_data\Original_data\PIKARU2_20240724_090002.wav,107.36,107.66,False
./audio_data\New_data\PIKARU5_20240724_115002.wav,468.38,468.68,False
./audio_data\New_data\PIKARU13_20240727_114002.wav,542.96,543.26,False
./audio_data\New_data\PIKARU6_20240722_114002.wav,387.42,387.72,True
./audio_data\Original_data\PIKARU15_20240731_092002.wav,385.0,385.3,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T1_20210616_080000.mp3,145.42,145.72,True
./audio_data\Original_data\PIKARU13_20240801_084002.wav,204.38,204.68,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-258111-T4_20210628_043000.mp3,199.32,199.62,False
./audio_data\Original_data\PIKARU9_20240725_162002.wav,260.48,260.78000000000003,False
./audio_data\Original_data\PIKARU8_20240722_145002.wav,7.48,7.78,True
./audio_data\Original_data\PIKARU10_20240720_182002.wav,229.46,229.76,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-261611-S3_20210616_061500.mp3,122.76,123.06,True
./audio_data\Original_data\PIKARU7_20240722_171002.wav,317.24,317.54,False
./audio_data\Original_data\PIKARU25_20240811_190002.wav,595.32,595.62,True
./audio_data\New_data\PIKARU14_20240731_124002.wav,154.88,155.18,False
./audio_data\Original_data\PIKARU1_20240719_095002.wav,95.7,96.0,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-258111-T2_20210623_050000.mp3,96.36,96.66,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-258111-T2_20210623_050000.mp3,221.76,222.06,False
./audio_data\Original_data\PIKARU25_20240808_193002.wav,351.12,351.42,False
./audio_data\Original_data\PIKARU1_20240718_175002.wav,205.48,205.78,False
./audio_data\New_data\PIKARU14_20240727_133002.wav,432.52,432.82,False
./audio_data\Original_data\PIKARU9_20240720_102002.wav,456.94,457.24,True
./audio_data\Original_data\PIKARU12_20240731_110002.wav,212.52,212.82,False
./audio_data\Original_data\PIKARU8_20240719_081002.wav,181.28,181.58,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T3_20210702_051500.mp3,108.9,109.2,False
./audio_data\Original_data\PIKARU6_20240721_140002.wav,402.16,402.46,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210613_033000.mp3,69.08,69.38,True
./audio_data\Original_data\PIKARU4_20240722_113002.wav,223.74,224.04,False
./audio_data\Original_data\PIKARU25_20240810_083002.wav,325.16,325.46000000000004,False
./audio_data\Original_data\PIKARU25_20240809_100002.wav,84.26,84.56,False
./audio_data\Original_data\PIKARU1_20240719_095002.wav,540.54,540.8399999999999,True
./audio_data\New_data\PIKARU6_20240722_114002.wav,99.88,100.18,True
./audio_data\Original_data\PIKARU5_20240726_142002.wav,185.02,185.32,False
./audio_data\Original_data\PIKARU25_20240810_083002.wav,49.72,50.02,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,168.52,168.82000000000002,True
./audio_data\New_data\PIKARU11_20240727_104002.wav,550.22,550.52,False
./audio_data\Original_data\PIKARU23_20240808_202002.wav,370.7,371.0,False
./audio_data\Original_data\PIKARU25_20240810_185002.wav,372.9,373.2,False
./audio_data\Original_data\PIKARU12_20240728_095002.wav,539.0,539.3,False
./audio_data\Original_data\PIKARU2_20240724_090002.wav,128.92,129.22,False
./audio_data\Original_data\PIKARU9_20240725_162002.wav,263.34,263.64,True
./audio_data\Original_data\PIKARU6_20240721_140002.wav,172.92,173.22,True
./audio_data\CWS\CWS-NOR_YTHEMP-SEM-288569-T2_20210704_034500.mp3,214.94,215.24,False
./audio_data\Original_data\PIKARU9_20240724_125002.wav,322.96,323.26,True
./audio_data\New_data\PIKARU7_20240722_110002.wav,130.24,130.54000000000002,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-248350-S2_20210622_041500.mp3,150.48,150.78,False
./audio_data\New_data\PIKARU11_20240728_092002.wav,558.58,558.88,False
./audio_data\Original_data\PIKARU1_20240719_095002.wav,155.1,155.4,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,68.2,68.5,True
./audio_data\Original_data\PIKARU25_20240811_131002.wav,510.62,510.92,False
./audio_data\New_data\PIKARU23_20240812_183002.wav,57.42,57.72,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210614_031500.mp3,293.7,294.0,False
./audio_data\Original_data\PIKARU4_20240720_141002.wav,510.4,510.7,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,219.12,219.42,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T3_20210702_051500.mp3,43.12,43.42,True
./audio_data\Original_data\STE-047.wav,29.92,30.22,False
./audio_data\Original_data\PIKARU8_20240719_081002.wav,304.04,304.34000000000003,True
./audio_data\New_data\PIKARU14_20240731_124002.wav,350.24,350.54,False
./audio_data\Original_data\PIKARU6_20240721_140002.wav,396.44,396.74,True
./audio_data\Original_data\PIKARU5_20240719_150002.wav,342.54,342.84000000000003,False
./audio_data\Original_data\PIKARU1_20240725_135002.wav,119.02,119.32,False
./audio_data\New_data\PIKARU23_20240812_183002.wav,447.04,447.34,False
./audio_data\New_data\PIKARU14_20240727_133002.wav,370.48,370.78,False
./audio_data\New_data\PIKARU3_20240724_101002.wav,221.98,222.28,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210613_033000.mp3,205.92,206.22,True
./audio_data\Original_data\PIKARU10_20240724_133002.wav,372.02,372.32,True
./audio_data\New_data\PIKARU13_20240730_135002.wav,566.06,566.3599999999999,False
./audio_data\Original_data\PIKARU24_20240810_093002.wav,314.16,314.46000000000004,False
./audio_data\Original_data\PIKARU24_20240810_093002.wav,62.26,62.56,False
./audio_data\New_data\PIKARU8_20240720_133002.wav,475.2,475.5,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-248350-S2_20210708_064500.mp3,190.08,190.38,False
./audio_data\New_data\PIKARU15_20240727_164002.wav,504.02,504.32,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-258111-T2_20210623_050000.mp3,115.28,115.58,True
./audio_data\New_data\PIKARU13_20240727_114002.wav,537.68,537.9799999999999,True
./audio_data\Original_data\PIKARU10_20240724_133002.wav,336.16,336.46000000000004,True
./audio_data\Original_data\PIKARU3_20240721_124002.wav,88.0,88.3,False
./audio_data\New_data\PIKARU6_20240722_114002.wav,515.02,515.3199999999999,False
./audio_data\Original_data\PIKARU15_20240731_092002.wav,591.14,591.4399999999999,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-248350-S2_20210622_041500.mp3,175.56,175.86,False
./audio_data\Original_data\PIKARU25_20240808_193002.wav,561.66,561.9599999999999,True
./audio_data\Original_data\PIKARU10_20240720_182002.wav,168.52,168.82000000000002,True
./audio_data\Original_data\PIKARU6_20240721_140002.wav,581.9,582.1999999999999,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-261611-S3_20210615_074500.mp3,105.6,105.9,False
./audio_data\New_data\PIKARU6_20240718_181002.wav,551.32,551.62,False
./audio_data\Original_data\PIKARU14_20240731_162002.wav,212.08,212.38,False
./audio_data\Original_data\PIKARU9_20240724_125002.wav,331.76,332.06,False
./audio_data\Original_data\PIKARU6_20240719_120002.wav,190.96,191.26,False
./audio_data\Original_data\PIKARU2_20240725_170002.wav,133.54,133.84,False
./audio_data\Original_data\STE-046.wav,29.04,29.34,False
./audio_data\New_data\PIKARU7_20240722_110002.wav,363.44,363.74,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T3_20210607_030000.mp3,62.7,63.0,True
./audio_data\Original_data\PIKARU25_20240810_083002.wav,341.44,341.74,False
./audio_data\New_data\PIKARU23_20240809_183002.wav,220.44,220.74,False
./audio_data\Original_data\PIKARU8_20240719_081002.wav,229.68,229.98,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210613_033000.mp3,49.28,49.58,True
./audio_data\CWS\CWS-NOR_EG-CARIB-A3_20190706_043000.mp3,40.04,40.34,False
./audio_data\New_data\PIKARU7_20240722_110002.wav,203.72,204.02,False
./audio_data\New_data\PIKARU5_20240724_115002.wav,460.02,460.32,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T3_20210704_083000.mp3,210.32,210.62,True
./audio_data\Original_data\Pika_Camp_recording_2.wav,6.6,6.9,False
./audio_data\Original_data\PIKARU25_20240810_185002.wav,492.58,492.88,False
./audio_data\New_data\PIKARU7_20240722_110002.wav,362.78,363.08,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-254641-T1_20210702_061500.mp3,173.8,174.10000000000002,True
./audio_data\Original_data\PIKARU8_20240719_081002.wav,293.04,293.34000000000003,True
./audio_data\Original_data\STE-039.wav,16.94,17.240000000000002,False
./audio_data\Original_data\PIKARU1_20240719_095002.wav,227.04,227.34,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T3_20210704_083000.mp3,269.94,270.24,False
./audio_data\New_data\PIKARU5_20240724_115002.wav,476.3,476.6,False
./audio_data\New_data\PIKARU11_20240727_104002.wav,411.62,411.92,False
./audio_data\Original_data\PIKARU7_20240724_162002.wav,516.12,516.42,False
./audio_data\Original_data\PIKARU3_20240721_124002.wav,469.26,469.56,True
./audio_data\Original_data\PIKARU1_20240718_175002.wav,134.86,135.16000000000005,False
./audio_data\Original_data\PIKARU22_20240813_085002.wav,500.28,500.58,False
./audio_data\Original_data\PIKARU9_20240724_125002.wav,295.02,295.32,True
./audio_data\Original_data\PIKARU9_20240725_162002.wav,9.68,9.98,True
./audio_data\Original_data\PIKARU1_20240719_095002.wav,590.04,590.3399999999999,True
./audio_data\New_data\PIKARU6_20240722_114002.wav,56.1,56.4,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T5_20210703_051500.mp3,61.38,61.68,True
./audio_data\Original_data\PIKARU6_20240721_140002.wav,576.62,576.92,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-261611-S3_20210615_074500.mp3,12.1,12.4,False
./audio_data\Original_data\PIKARU8_20240722_145002.wav,143.44,143.74,False
./audio_data\Original_data\PIKARU12_20240727_121002.wav,542.52,542.8199999999999,False
./audio_data\Original_data\PIKARU12_20240731_110002.wav,586.52,586.8199999999999,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210613_033000.mp3,29.92,30.22,False
./audio_data\Original_data\Pika_Camp_recording_2.wav,24.86,25.16,True
./audio_data\Original_data\PIKARU4_20240722_113002.wav,413.16,413.46,False
./audio_data\Original_data\STE-038.wav,438.24,438.54,False
./audio_data\Original_data\PIKARU14_20240731_162002.wav,95.04,95.34,True
./audio_data\Original_data\PIKARU15_20240726_194002.wav,41.36,41.66,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-248919-T1_20210709_070000.mp3,91.08,91.38,False
./audio_data\Original_data\PIKARU6_20240724_135002.wav,312.84,313.14,True
./audio_data\Original_data\PIKARU12_20240731_110002.wav,587.84,588.14,False
./audio_data\New_data\PIKARU14_20240731_124002.wav,421.96,422.26,False
./audio_data\Original_data\PIKARU9_20240725_162002.wav,334.4,334.7,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-259270-T3_20210702_051500.mp3,68.64,68.94,False
./audio_data\New_data\PIKARU9_20240719_124002.wav,49.5,49.8,False
./audio_data\Original_data\PIKARU8_20240725_093002.wav,514.36,514.66,False
./audio_data\Original_data\PIKARU12_20240727_121002.wav,379.94,380.24,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T2_20210607_034500.mp3,113.74,114.04,True
./audio_data\Original_data\PIKARU7_20240724_162002.wav,567.6,567.9,False
./audio_data\Original_data\PIKARU3_20240721_124002.wav,124.3,124.6,False
./audio_data\Original_data\PIKARU4_20240722_113002.wav,415.14,415.44,False
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-248350-S2_20210622_041500.mp3,181.06,181.36,True
./audio_data\New_data\PIKARU8_20240720_133002.wav,471.46,471.76,True
./audio_data\CWS\CWS-NOR_YTHEMP-YSL-272275-T1_20210615_044500.mp3,298.1,298.40000000000003,True
./audio_data\Original_data\PIKARU8_20240719_081002.wav,354.64,354.94,False
./audio_data\New_data\PIKARU12_20240731_173002.wav,204.16,204.46,False
./audio_data\Original_data\PIKARU4_20240724_192002.wav,177.76,178.06,True
./audio_data\New_data\PIKARU8_20240720_133002.wav,265.1,265.40000000000003,True
./audio_data\Original_data\PIKARU14_20240731_162002.wav,88.66,88.96,True
./audio_data\Original_data\PIKARU14_20240726_191002.wav,548.02,548.3199999999999,False
./audio_data\Original_data\PIKARU21_20240812_161002.wav,154.22,154.52,False
./audio_data\Original_data\PIKARU9_20240720_102002.wav,108.46,108.76,True
./audio_data\Original_data\PIKARU10_20240724_133002.wav,570.46,570.76,True
./audio_data\Original_data\PIKARU25_20240810_185002.wav,464.64,464.94,False
