id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,created_at,updated_at,quality_grade,url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,common_name
37573210,1de1952b-bd0a-453d-8b6c-68002ca6bb59,2016/09/17 7:10 PM AKDT,2016-09-17,2016-09-18 03:10:00 UTC,Alaska,1752428,2020-01-14 01:12:13 UTC,2020-04-15 19:49:25 UTC,research,https://www.inaturalist.org/observations/37573210,"",3,0,false,,"Yukon-Koyukuk, AK, USA",65.444978151,-146.4592354973,2789,,,,2789,,open,false,,,Alaska,Collared Pika
39406622,3bf12027-3bbf-417e-9577-34fe5719b3a6,2014/07/27 5:48 PM PDT,2014-07-27,2014-07-28 00:48:00 UTC,Pacific Time (US & Canada),2987,2020-03-01 16:13:01 UTC,2020-04-15 19:49:39 UTC,research,https://www.inaturalist.org/observations/39406622,"",2,0,false,,"Denali, AK, USA",63.54159,-149.8016633333,,,,,,,open,false,,,Alaska,Collared Pika
42143700,298f5c0b-e13f-4d1e-9cb5-506d27322c97,2004/08/16 10:57 AM PDT,2004-08-16,2004-08-16 17:57:00 UTC,Pacific Time (US & Canada),1369721,2020-04-14 04:47:24 UTC,2020-04-15 19:47:44 UTC,research,https://www.inaturalist.org/observations/42143700,,3,0,false,,"Yukon, YT, Canada",60.2895873604,-135.2144676643,61,,,,61,,open,false,,,Yukon,Collared Pika
42144606,7d1eca46-7e54-4181-b570-558e60fa81ba,2014/07/31 5:21 PM PDT,2014-07-31,2014-08-01 00:21:00 UTC,Pacific Time (US & Canada),1369721,2020-04-14 05:15:20 UTC,2020-04-15 19:48:01 UTC,research,https://www.inaturalist.org/observations/42144606,,3,0,false,,"Yukon, YT, Canada",60.5501186364,-136.080704192,61,,,,61,,open,false,,,Yukon,Collared Pika
42144881,5b20520e-ff85-4772-9ebf-cdee5d57d7ce,2015/07/04 3:28 PM PDT,2015-07-04,2015-07-04 22:28:00 UTC,Pacific Time (US & Canada),1369721,2020-04-14 05:24:25 UTC,2020-04-15 19:47:35 UTC,research,https://www.inaturalist.org/observations/42144881,,3,0,false,,"Yukon, YT, Canada",60.3494100168,-135.8955287345,61,,,,61,,open,false,,,Yukon,Collared Pika
42145028,cc022f06-4ebe-4c93-9721-d4c69e270368,"July 3, 1997",1997-07-03,,Pacific Time (US & Canada),1369721,2020-04-14 05:30:51 UTC,2020-04-15 19:47:58 UTC,research,https://www.inaturalist.org/observations/42145028,"",2,0,false,,"Yukon, YT, Canada",64.5921908446,-138.251774595,61,,,,61,,open,false,,,Yukon,Collared Pika
42145085,0afa02c1-4dc6-4714-9ee9-58eef8ea1853,2011/06/06 7:16 PM PDT,2011-06-06,2011-06-07 02:16:00 UTC,Pacific Time (US & Canada),1369721,2020-04-14 05:32:50 UTC,2021-02-01 00:40:21 UTC,research,https://www.inaturalist.org/observations/42145085,,3,0,false,,"Yukon, YT, Canada",64.6748515029,-138.4584782772,122,,,,122,,open,false,,,Yukon,Collared Pika
42145120,5855483d-c763-4738-98bf-6b7e589ed61f,2005/07/13 12:08 PM PDT,2005-07-13,2005-07-13 19:08:00 UTC,Pacific Time (US & Canada),1369721,2020-04-14 05:35:23 UTC,2023-08-27 19:58:10 UTC,research,https://www.inaturalist.org/observations/42145120,,3,0,false,,"Yukon, YT, Canada",65.0823117835,-132.9985450586,61,,,,61,,open,false,,,Yukon,Collared Pika
42352144,0e3a244e-13a0-4953-b47a-eb811a9d27e0,2019/08/12 10:58 AM PDT,2019-08-12,2019-08-12 17:58:00 UTC,Pacific Time (US & Canada),1369721,2020-04-16 23:04:26 UTC,2020-04-17 00:16:35 UTC,research,https://www.inaturalist.org/observations/42352144,,3,0,false,,"Yukon, YT, Canada",61.3369576412,-134.1154085206,61,,,,61,,open,false,,,Yukon,Collared Pika
42352483,9464c54d-1941-41b1-b72e-dfcf53169e36,2019/08/12 3:12 PM PDT,2019-08-12,2019-08-12 22:12:00 UTC,Pacific Time (US & Canada),1369721,2020-04-16 23:10:24 UTC,2020-08-08 00:30:29 UTC,research,https://www.inaturalist.org/observations/42352483,,2,0,false,,"Yukon, YT, Canada",61.2152723601,-133.52370487,,,,,,,open,false,,,Yukon,Collared Pika
46192646,b93d350b-c4b0-483d-b38b-82f9888fcb72,Thu May 14 2020 10:31:09 GMT-0700 (PDT),2020-05-14,2020-05-14 17:31:09 UTC,Pacific Time (US & Canada),480504,2020-05-17 05:56:27 UTC,2020-10-26 18:28:35 UTC,research,https://www.inaturalist.org/observations/46192646,1 pika calling and sitting on rocks above cliffs on north side of highway. ,3,0,false,3,"Alaska Hwy, YT, CA",61.0237045103,-138.5070882757,1250,,,,1250,,open,false,,,Yukon,Collared Pika
46459338,d0f2dd9d-92b9-45bd-9fbb-1f72439d86a6,Mon May 18 2020 17:23:02 GMT-0700 (PDT),2020-05-18,2020-05-19 00:23:02 UTC,Pacific Time (US & Canada),1937884,2020-05-19 06:12:05 UTC,2020-08-08 00:33:35 UTC,research,https://www.inaturalist.org/observations/46459338,,4,0,false,3,"Whitehorse, Unorganized, YT, CA",60.36233667,-135.07066383,4,,,,4,,open,false,,,Yukon,Collared Pika
47219285,efddd034-d179-48fe-a580-7acc7923f1c2,2012/09/05 4:28 AM UTC,2012-09-05,,UTC,2576746,2020-05-25 02:27:10 UTC,2020-08-08 00:30:13 UTC,research,https://www.inaturalist.org/observations/47219285,,4,0,false,,"Denali National Park and Preserve, AK, USA",63.1148029,-151.1925951,981,,,,981,,open,false,,,Alaska,Collared Pika
52118792,dd2ec34e-db03-4cf3-a1f2-89462e381336,Sat Jul 04 2020 13:43:51 GMT-0700 (MST),2020-07-04,2020-07-04 19:43:51 UTC,Mountain Time (US & Canada),1898993,2020-07-06 05:41:45 UTC,2020-08-08 00:33:14 UTC,research,https://www.inaturalist.org/observations/52118792,"It’s in the photo, honestly. ",3,0,false,3,"Kusawa, CA-YT-YT, CA-YT, CA",60.5937925727,-136.2648986747,5,,,,5,,open,false,,,Yukon,Collared Pika
52185597,ba0c984b-d26d-406d-bceb-cd0db1f8b65e,2019/05/15 7:03 PM PDT,2019-05-15,2019-05-16 02:03:00 UTC,Pacific Time (US & Canada),3124344,2020-07-06 20:02:30 UTC,2020-08-08 00:30:33 UTC,research,https://www.inaturalist.org/observations/52185597,,3,0,false,,"Yukon, YT, Canada",61.0322369189,-138.5110149059,150,,,,150,,open,false,,,Yukon,Collared Pika
52185598,cd165fd2-8549-4759-8ad7-c456aae2260e,2019/06/11 11:39 PM PDT,2019-06-11,2019-06-12 06:39:00 UTC,Pacific Time (US & Canada),3124344,2020-07-06 20:02:30 UTC,2020-08-08 00:33:02 UTC,research,https://www.inaturalist.org/observations/52185598,,2,0,false,,"Yukon, YT, Canada",61.1997822727,-138.9002447883,250,,,,250,,open,false,,,Yukon,Collared Pika
52323013,e68320c9-449a-4b00-828c-0328fb6c4816,2020/07/07 12:23 PM PDT,2020-07-07,2020-07-07 19:23:00 UTC,Pacific Time (US & Canada),3124344,2020-07-08 01:12:58 UTC,2020-08-08 00:32:43 UTC,research,https://www.inaturalist.org/observations/52323013,,2,0,false,,"Yukon, YT, Canada",60.8788815747,-136.9110312168,250,,,,250,,open,false,,,Yukon,Collared Pika
52338277,84c408b9-0e76-4f17-a074-a7ab5e88b562,2020/07/06 12:00 PM PDT,2020-07-06,2020-07-06 19:00:00 UTC,Pacific Time (US & Canada),35757,2020-07-08 05:14:37 UTC,2020-08-08 00:30:34 UTC,research,https://www.inaturalist.org/observations/52338277,,3,0,false,,"Yukon, YT, Canada",60.755635,-135.2819216667,,,,,,,open,false,,,Yukon,Collared Pika
53128682,826aa798-4a3c-4cd3-b23e-a41b18c3abb2,Mon Jul 13 2020 14:51:12 GMT-0700 (MST),2020-07-13,2020-07-13 20:51:12 UTC,Mountain Time (US & Canada),546424,2020-07-15 06:17:46 UTC,2023-04-05 03:18:02 UTC,research,https://www.inaturalist.org/observations/53128682,,3,0,false,3,"Yukon, CA-YT, CA",65.07869717,-138.36441167,4,,,,4,,open,false,,,Yukon,Collared Pika
53432604,6ce0d106-9364-4996-a27f-2f851327c76f,2020/07/15 4:01 PM PDT,2020-07-15,2020-07-15 23:01:00 UTC,Pacific Time (US & Canada),3124344,2020-07-18 02:24:27 UTC,2023-10-25 02:50:19 UTC,research,https://www.inaturalist.org/observations/53432604,"",3,0,false,,Canada,60.076248405,-136.9503711179,244,,,,24849,obscured,open,true,,,Yukon,Collared Pika
53510583,cdeb5148-db9f-4b27-ac81-c1127a830f41,2020/07/16 2:33 PM PDT,2020-07-16,2020-07-16 21:33:00 UTC,Pacific Time (US & Canada),759222,2020-07-18 19:21:30 UTC,2020-07-19 06:13:26 UTC,research,https://www.inaturalist.org/observations/53510583,several on talus in larger area,1,0,false,,"Yukon, YT, Canada",62.11944,-137.17456,75,,,,75,,open,false,,,Yukon,Collared Pika
55870041,0fe388b7-f058-49f8-b14e-e5ae2764ce84,2020-08-05 3:23:21 PM PDT,2020-08-05,2020-08-05 22:23:21 UTC,Pacific Time (US & Canada),2837380,2020-08-09 02:19:26 UTC,2020-08-10 03:11:03 UTC,research,https://www.inaturalist.org/observations/55870041,,1,0,false,2,"Yukon Y0B, Canada",64.43725,-138.5506972222,,,,,,,open,false,gps,gps,Yukon,Collared Pika
55969271,11481679-2624-46ed-8e6f-37035a251349,2020/08/08 5:25 PM PDT,2020-08-08,2020-08-09 00:25:00 UTC,Pacific Time (US & Canada),35757,2020-08-09 22:35:30 UTC,2022-11-29 19:41:02 UTC,research,https://www.inaturalist.org/observations/55969271,,2,0,false,,"Yukon, YT, Canada",61.84432,-137.7653533333,,,,,,,open,false,,,Yukon,Collared Pika
55980944,0e682650-705f-4755-9e93-5f65708a9166,2020/08/08 5:38 PM PDT,2020-08-08,2020-08-09 00:38:00 UTC,Pacific Time (US & Canada),111081,2020-08-10 00:43:27 UTC,2020-09-25 09:34:18 UTC,research,https://www.inaturalist.org/observations/55980944,seen,1,0,false,,"Yukon, Yukon, Canada",61.8464555556,-137.7678666667,5,,,,5,,open,false,,,Yukon,Collared Pika
55996645,18226e45-2f69-4018-81fa-9d46855b3182,2020/08/08 12:18 PM PDT,2020-08-08,2020-08-08 19:18:00 UTC,Pacific Time (US & Canada),35757,2020-08-10 03:56:00 UTC,2022-11-29 19:40:58 UTC,research,https://www.inaturalist.org/observations/55996645,,2,0,false,,"Yukon, YT, Canada",61.79374,-137.7719283333,,,,,,,open,false,,,Yukon,Collared Pika
55998814,c0249737-97fe-43ed-ac32-90822a64ddce,2020/08/08 1:43 PM PDT,2020-08-08,2020-08-08 20:43:00 UTC,Pacific Time (US & Canada),35757,2020-08-10 04:31:48 UTC,2022-11-29 19:40:56 UTC,research,https://www.inaturalist.org/observations/55998814,,2,0,false,,"Yukon, YT, Canada",61.8034133333,-137.85666,,,,,,,open,false,,,Yukon,Collared Pika
55999882,b8156e2b-31b9-42fb-aa7f-f9c025093d6a,2020/08/08 2:44 PM PDT,2020-08-08,2020-08-08 21:44:00 UTC,Pacific Time (US & Canada),35757,2020-08-10 04:53:17 UTC,2020-08-10 13:40:49 UTC,research,https://www.inaturalist.org/observations/55999882,,1,0,false,,"Yukon, YT, Canada",61.7662433333,-137.8243983333,,,,,,,open,false,,,Yukon,Collared Pika
56000205,1ae38523-cba3-4da0-8a25-de529adcdd04,2020/08/08 3:08 PM PDT,2020-08-08,2020-08-08 22:08:00 UTC,Pacific Time (US & Canada),35757,2020-08-10 05:01:29 UTC,2022-11-29 19:40:52 UTC,research,https://www.inaturalist.org/observations/56000205,,3,0,false,,"Yukon, YT, Canada",61.7662433333,-137.8243983333,,,,,,,open,false,,,Yukon,Collared Pika
56082054,68d27579-6d8e-4ad8-bafe-276940665b63,2020/08/08 4:18 PM PDT,2020-08-08,2020-08-08 23:18:00 UTC,Pacific Time (US & Canada),35757,2020-08-11 00:17:45 UTC,2022-11-29 19:40:49 UTC,research,https://www.inaturalist.org/observations/56082054,,3,0,false,,"Yukon, YT, Canada",61.7416633333,-137.8224216667,,,,,,,open,false,,,Yukon,Collared Pika
56184080,c0e0c2f8-2046-49c0-916b-c6c80437c397,2020/08/08 5:11 PM PDT,2020-08-08,2020-08-09 00:11:00 UTC,Pacific Time (US & Canada),35757,2020-08-12 01:32:19 UTC,2022-11-29 19:40:42 UTC,research,https://www.inaturalist.org/observations/56184080,,4,0,false,,"Yukon, YT, Canada",61.843795,-137.76318,,,,,,,open,false,,,Yukon,Collared Pika
56573271,93e2d29e-02d8-40ed-ae56-53eee3c436d4,2020/08/14 2:47 PM PDT,2020-08-14,2020-08-14 21:47:00 UTC,Pacific Time (US & Canada),1369721,2020-08-15 23:09:02 UTC,2020-08-19 17:06:28 UTC,research,https://www.inaturalist.org/observations/56573271,Heard calls.  Pellets observed on 6 lookout rocks covered by Xanthoria sp in area <50 m radius.  Blocky talus.,2,0,false,,"Yukon, YT, Canada",60.428746882,-135.5270268399,61,,,,61,,open,false,,,Yukon,Collared Pika
56573687,02c9b5a6-b0b4-49ac-aae6-5709b9b3e70b,2020/08/14 12:25 PM PDT,2020-08-14,2020-08-14 19:25:00 UTC,Pacific Time (US & Canada),1369721,2020-08-15 23:14:28 UTC,2022-11-29 19:43:21 UTC,research,https://www.inaturalist.org/observations/56573687,Saw two individuals; heard at least one more.  Colony in large cool aspect blocky talus.,3,0,false,,"Yukon, YT, Canada",60.2413260562,-135.6614976221,61,,,,61,,open,false,,,Yukon,Collared Pika
56573889,b5804aa7-24ec-45f5-8d11-429b68caa1a5,2020/08/14 11:58 AM PDT,2020-08-14,2020-08-14 18:58:00 UTC,Pacific Time (US & Canada),1369721,2020-08-15 23:16:53 UTC,2020-08-16 01:19:37 UTC,research,https://www.inaturalist.org/observations/56573889,In addition to observation of pika were 4 or more lookout perches with pellets and Xanthoria sp.  Also observed one small haystack.,1,0,false,,"Yukon, YT, Canada",60.2411900772,-135.6616502631,61,,,,61,,open,false,,,Yukon,Collared Pika
56984773,db1cf31c-5934-4517-9a3b-e4e6c424b9a5,2009/07/27 8:33 AM PDT,2009-07-27,2009-07-27 15:33:00 UTC,Pacific Time (US & Canada),1369721,2020-08-20 00:26:25 UTC,2020-08-21 00:19:23 UTC,research,https://www.inaturalist.org/observations/56984773,,3,0,false,,"Yukon, YT, Canada",60.749086595,-135.7091783199,244,,,,244,,open,false,,,Yukon,Collared Pika
56985146,6916a2d4-40b9-4f05-a898-242d2d1f9d84,2020/08/18 5:01 PM PDT,2020-08-18,2020-08-19 00:01:00 UTC,Pacific Time (US & Canada),1369721,2020-08-20 00:30:42 UTC,2022-11-29 19:43:16 UTC,research,https://www.inaturalist.org/observations/56985146,,3,0,false,,"Yukon, YT, Canada",60.3143159723,-136.0107922596,122,,,,122,,open,false,,,Yukon,Collared Pika
56986148,490b7fd9-7d6f-4b55-af8e-94e1087d2191,2020/08/18 11:34 AM PDT,2020-08-18,2020-08-18 18:34:00 UTC,Pacific Time (US & Canada),1369721,2020-08-20 00:44:26 UTC,2022-11-29 19:41:58 UTC,research,https://www.inaturalist.org/observations/56986148,,3,0,false,,"Yukon, CA-YT, CA",60.2986976799,-135.1366110598,61,,,,61,,open,false,,,Yukon,Collared Pika
57006029,ab875287-e065-497e-bb5b-b312cc9e7d76,2020/07/31 5:08 PM PDT,2020-07-31,2020-08-01 00:08:00 UTC,Pacific Time (US & Canada),264221,2020-08-20 07:25:47 UTC,2022-11-29 19:41:55 UTC,research,https://www.inaturalist.org/observations/57006029,,2,0,false,,"Keno Hill, Yukon, Canada",63.9450109483,-135.1973458156,260,,,,260,,open,false,,,Yukon,Collared Pika
57006125,0c8cb54b-ce5c-49db-b404-70fe00a05cc1,2020/08/01 7:23 AM PDT,2020-08-01,2020-08-01 14:23:00 UTC,Pacific Time (US & Canada),264221,2020-08-20 07:28:24 UTC,2022-11-29 19:41:52 UTC,research,https://www.inaturalist.org/observations/57006125,,3,0,false,,"Keno Hill, Yukon, Y0B, Canada",63.9385774092,-135.2069126094,174,,,,174,,open,false,,,Yukon,Collared Pika
57143367,098f1f6b-7568-46c9-a035-e4b23a53cb2c,Fri Aug 14 2020 13:37:51 GMT-0700 (MST),2020-08-14,2020-08-14 19:37:51 UTC,Mountain Time (US & Canada),1898993,2020-08-21 18:10:06 UTC,2020-08-22 04:31:45 UTC,research,https://www.inaturalist.org/observations/57143367,"Old haypile, no visual or calls heard ",1,0,false,3,"Yukon, CA-YT, CA",65.6031709538,-137.4957454485,5,,,,5,,open,false,,,Yukon,Collared Pika
57156415,85469708-c7f7-452d-a2da-cb2a87e4d30a,2020-08-21 11:59:31 AM AKDT,2020-08-21,2020-08-21 19:59:31 UTC,Alaska,3440060,2020-08-21 20:33:01 UTC,2021-09-20 19:47:24 UTC,research,https://www.inaturalist.org/observations/57156415,,3,1,false,2,"Matanuska-Susitna County, US-AK, US",61.79010622,-149.29071789,8,,,,8,,open,false,,,Alaska,Collared Pika
57713681,8e7f0dde-1cdd-457f-a354-1c0554086b30,2020/07/31 5:58 PM PDT,2020-07-31,2020-08-01 00:58:00 UTC,Pacific Time (US & Canada),264221,2020-08-27 07:52:09 UTC,2022-11-29 19:41:39 UTC,research,https://www.inaturalist.org/observations/57713681,,2,0,false,,"Keno Hill, YT, Canada",63.9447523597,-135.1991388678,61,,,,61,,open,false,,,Yukon,Collared Pika
58423461,998962fc-bb63-412f-aaa1-41a91bfe6136,2020/09/02 1:50 PM PDT,2020-09-02,2020-09-02 20:50:00 UTC,Pacific Time (US & Canada),111081,2020-09-03 15:58:32 UTC,2022-11-29 19:40:25 UTC,research,https://www.inaturalist.org/observations/58423461,Haypile (saw the pika here),2,0,false,,"Kusawa, Yukon, Yukon, Canada",60.306712,-135.910348,5,,,,5,,open,false,,,Yukon,Collared Pika
58423465,fe37ea82-86a7-421e-83ed-73992e239335,2020/09/02 2:24 PM PDT,2020-09-02,2020-09-02 21:24:00 UTC,Pacific Time (US & Canada),111081,2020-09-03 15:58:33 UTC,2020-09-05 17:58:09 UTC,research,https://www.inaturalist.org/observations/58423465,Find the pika - it is in there,1,0,false,,"Kusawa, Yukon, Yukon, Canada",60.3070333333,-135.9104166667,10,,,,10,,open,false,,,Yukon,Collared Pika
58423468,c583265b-83be-4f05-bc94-bc6c05ba1ac4,2020/09/02 2:27 PM PDT,2020-09-02,2020-09-02 21:27:00 UTC,Pacific Time (US & Canada),111081,2020-09-03 15:58:34 UTC,2020-09-05 17:57:59 UTC,research,https://www.inaturalist.org/observations/58423468,pika poop,1,0,false,,"Kusawa, Yukon, Yukon, Canada",60.3065944444,-135.9102944444,10,,,,10,,open,false,,,Yukon,Collared Pika
58479484,685264b6-e208-42fc-8178-f044901fc295,2020/09/02 3:34 PM PDT,2020-09-02,2020-09-02 22:34:00 UTC,Pacific Time (US & Canada),35757,2020-09-04 03:42:41 UTC,2022-11-29 19:40:11 UTC,research,https://www.inaturalist.org/observations/58479484,,3,0,false,,"Yukon, YT, Canada",60.3008866667,-135.9080116667,,,,,,,open,false,,,Yukon,Collared Pika
58561125,75b7d780-cd8e-4720-8961-c5ffbbf4cd14,2020/09/04 11:34 AM PDT,2020-09-04,2020-09-04 18:34:00 UTC,Pacific Time (US & Canada),111081,2020-09-05 00:46:24 UTC,2020-09-05 17:54:56 UTC,research,https://www.inaturalist.org/observations/58561125,Three seen here together. Syd Cannings got better photos.,1,0,false,,"Yukon, YT, Canada",60.5676805556,-136.0522777778,5,,,,5,,open,false,,,Yukon,Collared Pika
58561126,cafa5e30-de80-4759-9eb4-d28103df3a38,2020/09/04 11:45 AM PDT,2020-09-04,2020-09-04 18:45:00 UTC,Pacific Time (US & Canada),111081,2020-09-05 00:46:24 UTC,2020-09-05 17:54:46 UTC,research,https://www.inaturalist.org/observations/58561126,Hay pile with lots of identifible taxa,1,0,false,,"Yukon, YT, Canada",60.5682111111,-136.0514666667,5,,,,5,,open,false,,,Yukon,Collared Pika
58561143,70415530-0e7a-431c-88ce-529175f9e5b1,2020/09/04 1:30 PM PDT,2020-09-04,2020-09-04 20:30:00 UTC,Pacific Time (US & Canada),111081,2020-09-05 00:46:28 UTC,2020-09-05 04:15:13 UTC,research,https://www.inaturalist.org/observations/58561143,,1,0,false,,"Kusawa, Yukon, Yukon, Canada",60.5578194444,-136.0591138889,10,,,,10,,open,false,,,Yukon,Collared Pika
58561145,9666a1fe-5fba-4d7d-9c0e-d6ae20bff753,2020/09/04 1:55 PM PDT,2020-09-04,2020-09-04 20:55:00 UTC,Pacific Time (US & Canada),111081,2020-09-05 00:46:29 UTC,2022-11-29 19:39:54 UTC,research,https://www.inaturalist.org/observations/58561145,,2,0,false,,"Kusawa, Yukon, Yukon, Canada",60.5578333333,-136.0635527778,5,,,,5,,open,false,,,Yukon,Collared Pika
58565717,249de8da-6624-4bfa-be3d-ce30712cbc69,2020/09/04 11:35 AM PDT,2020-09-04,2020-09-04 18:35:00 UTC,Pacific Time (US & Canada),35757,2020-09-05 01:54:22 UTC,2022-11-29 19:39:52 UTC,research,https://www.inaturalist.org/observations/58565717,,3,0,false,,"Yukon, YT, Canada",60.5676016667,-136.0520516667,,,,,,,open,false,,,Yukon,Collared Pika
58565718,e324eeb7-2210-4b6d-ba9a-533d61e2518d,2020/09/04 11:38 AM PDT,2020-09-04,2020-09-04 18:38:00 UTC,Pacific Time (US & Canada),35757,2020-09-05 01:54:22 UTC,2022-11-29 19:39:50 UTC,research,https://www.inaturalist.org/observations/58565718,,3,0,false,,"Yukon, YT, Canada",60.5676016667,-136.0520516667,,,,,,,open,false,,,Yukon,Collared Pika
58566482,663cc69e-d616-4619-b25e-8283d2957492,2020/09/04 1:32 PM PDT,2020-09-04,2020-09-04 20:32:00 UTC,Pacific Time (US & Canada),35757,2020-09-05 02:04:28 UTC,2022-11-29 19:39:48 UTC,research,https://www.inaturalist.org/observations/58566482,,3,0,false,,"Yukon, YT, Canada",60.5579733333,-136.0589533333,,,,,,,open,false,,,Yukon,Collared Pika
58741244,901097a4-eb44-491c-b55a-29d0a52f2516,Sat Sep 05 2020 16:31:41 GMT-0800 (AKDT),2020-09-05,2020-09-06 00:31:41 UTC,Alaska,562855,2020-09-06 17:54:40 UTC,2020-09-06 21:12:39 UTC,research,https://www.inaturalist.org/observations/58741244,,1,0,false,3,"Denali National Park & Preserve, AK, US",63.73934167,-149.25775333,14,,,,14,,open,false,,,Alaska,Collared Pika
59784282,aab991ed-bc67-495b-99e2-1a698f608150,2012/08/11 12:11 AM EDT,2012-08-11,2012-08-11 04:11:00 UTC,Eastern Time (US & Canada),852400,2020-09-16 15:52:08 UTC,2020-12-01 01:15:48 UTC,research,https://www.inaturalist.org/observations/59784282,,2,0,false,,"Denali, AK, USA",63.5482172441,-149.800918663,244,,,,244,,open,false,,,Alaska,Collared Pika
59848353,eac2720c-f588-472d-8411-f553d54d78e5,2020/09/15 4:56 PM PDT,2020-09-15,2020-09-15 23:56:00 UTC,Pacific Time (US & Canada),264221,2020-09-17 03:44:02 UTC,2020-09-22 12:17:30 UTC,research,https://www.inaturalist.org/observations/59848353,"Though I searched far and wide, was only able to find two Pika today ",2,0,false,,"Mt McIntyre, Whitehorse, YT, Canada",60.6199924504,-135.140286673,61,,,,61,,open,false,,,Yukon,Collared Pika
61333972,d48d1055-f322-4db2-9c7f-22ad09fe7ae3,Wed Sep 02 2020 17:56:09 GMT-0700 (PDT),2020-09-02,2020-09-03 00:56:09 UTC,Pacific Time (US & Canada),219551,2020-09-30 20:39:08 UTC,2020-10-02 03:13:46 UTC,research,https://www.inaturalist.org/observations/61333972,Calling. Have video. Mt monolith lookout on grizzly lake trail. Tombstone territorial park. ,2,0,false,3,"Tombstone, CA-YT-YT, CA-YT, CA",64.43091667,-138.33848667,4,,,,4,,open,false,,,Yukon,Collared Pika
65677512,e834d006-23ce-4757-be84-c59ae90b9bcd,2006/06/22 7:49 PM PDT,2006-06-22,2006-06-23 02:49:00 UTC,Pacific Time (US & Canada),36788,2020-11-27 04:50:19 UTC,2020-12-01 01:15:28 UTC,research,https://www.inaturalist.org/observations/65677512,,2,0,false,,Savage River,63.7175711621,-149.2417574294,337,,,,337,,open,false,,,Alaska,Collared Pika
67969990,ed28a443-2bf3-486b-820f-49450cfed72b,2006/08/06 5:34 AM HST,2006-08-06,2006-08-06 15:34:00 UTC,Hawaii,1009125,2021-01-12 20:16:52 UTC,2021-01-16 21:55:13 UTC,research,https://www.inaturalist.org/observations/67969990,"",2,0,false,,"Anchorage, AK, USA",61.0586551599,-149.6669026125,3000,,,,3000,,open,false,,,Alaska,Collared Pika
69863861,937a0028-c880-4695-a013-e5d907dbb2d6,2011/06/21 5:27 PM EDT,2011-06-21,2011-06-21 21:27:00 UTC,Eastern Time (US & Canada),479865,2021-02-20 15:38:49 UTC,2021-02-20 19:04:16 UTC,research,https://www.inaturalist.org/observations/69863861,,3,0,false,,"Denali, AK, USA",63.4500316704,-150.2977626313,20868,,,,20868,,open,false,,,Alaska,Collared Pika
70050965,2d7bf90e-d926-4042-bbad-d4fddd537026,2010/07/27 2:26 PM EDT,2010-07-27,2010-07-27 18:26:00 UTC,Eastern Time (US & Canada),747547,2021-02-23 19:44:03 UTC,2021-02-24 00:01:00 UTC,research,https://www.inaturalist.org/observations/70050965,,3,1,false,,"Denali, AK, USA - Savage Creek Trail",63.7431768452,-149.2900010924,667,,,,667,,open,false,,,Alaska,Collared Pika
79196979,5fb8a270-4c0b-4515-853f-f70152f0d4b4,2015-07-23,2015-07-23,,London,175009,2021-05-17 21:08:59 UTC,2022-01-12 11:33:15 UTC,research,https://www.inaturalist.org/observations/79196979,"",1,0,false,,"Borough de Denali, Alaska, États-Unis",63.4338451275,-150.3111447402,90,,,,90,,open,false,,"",Alaska,Collared Pika
82225144,6caac441-b731-492e-aadc-5b696de7e890,2003/08/15 6:31 AM PDT,2003-08-15,2003-08-15 13:31:00 UTC,Pacific Time (US & Canada),4296166,2021-06-08 23:42:36 UTC,2023-04-05 03:18:42 UTC,research,https://www.inaturalist.org/observations/82225144,location date from field notes,2,0,false,,"Denali, AK, USA",63.7400241812,-149.2891632162,50,,,,50,,open,false,,,Alaska,Collared Pika
83854907,941771fa-d139-4d00-9357-fb2720538675,2021/06/12 1:29 PM PDT,2021-06-12,2021-06-12 20:29:00 UTC,Pacific Time (US & Canada),35757,2021-06-20 22:08:57 UTC,2021-06-22 02:44:07 UTC,research,https://www.inaturalist.org/observations/83854907,,2,0,false,,"Yukon, YT, Canada",64.7092616667,-140.8216616667,,,,,,,open,false,,,Yukon,Collared Pika
83892011,bc5a9b3f-7f40-4392-9059-0a61f9b403de,Sun Jun 20 2021 13:30:52 GMT-0800 (AKDT),2021-06-20,2021-06-20 21:30:52 UTC,Alaska,402268,2021-06-21 03:29:46 UTC,2021-06-25 18:07:18 UTC,research,https://www.inaturalist.org/observations/83892011,"",1,0,false,3,"Yukon-Koyukuk County, US-AK, US",65.4080249798,-146.0071544565,240,,,,240,,open,false,,,Alaska,Collared Pika
84094725,6d9b1318-0b5e-453e-b77f-fdd6de2df6ad,Mon Jun 21 2021 16:52:52 GMT-0800 (AKDT),2021-06-21,2021-06-22 00:52:52 UTC,Alaska,4218987,2021-06-22 20:03:22 UTC,2022-03-23 00:29:00 UTC,research,https://www.inaturalist.org/observations/84094725,"",2,0,false,3,"Healy, AK, US",63.733505,-148.56958,50,,,,50,,open,false,,,Alaska,Collared Pika
